date,transactions_per_day,budget_utilization,category_count,baseline_cost,material_purchases,experience_ratio,prob_camping,prob_dorm,prob_suite,prob_unpaid,total_num_transports,primary_transport,night_travel_ratio,hours_per_transit,activity_time,is_activity,is_tour,novelty_flag,activity_type
2024-10-07,3.0,1.36225,2.0,9.8,0.0,0.9100752431638833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,2.0
2024-10-08,2.0,1.2925,2.0,0.0,0.0,0.9591876208897485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0
2024-10-09,3.0,1.4195,3.0,14.379999999999999,0.0,0.873370905248327,0.0772296976417176,0.9007324813774922,0.022037820980790376,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0
2024-10-10,5.0,0.8636250000000001,3.0,50.0,0.0,0.0,0.0772296976417176,0.9007324813774922,0.022037820980790376,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0
2024-10-11,3.0,0.437,2.0,34.96,0.0,0.0,0.03754730157633408,0.9153981488404417,0.04705454958322415,0.0,1.0,3.0,1.0,5.0,4.0,1.0,0.0,1.0,2.0
2024-10-12,7.0,1.55275,3.0,17.6,0.0,0.5988568668491386,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.5,8.0,0.0,1.0,1.0,3.0
2024-10-13,7.0,1.012125,3.0,37.199999999999996,0.0,0.0,0.017695018633189324,0.9615314385867304,0.020773542780080312,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0
2024-10-14,6.0,0.5455,4.0,38.43,1.0,0.0,0.017695018633189324,0.9615314385867304,0.020773542780080312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,7.0,1.083375,4.0,45.5,0.0,0.0,0.04532781188152981,0.2966822320989764,0.6579899560194938,0.0,2.0,3.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0
2024-10-16,7.0,1.459875,5.0,46.86,0.0,0.4246082712561007,0.04532781188152981,0.2966822320989764,0.6579899560194938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,5.0,0.6355000000000001,2.0,50.84,0.0,0.0,0.007422698708740429,0.9760624744309332,0.01651482686032643,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0
2024-10-18,5.0,0.50225,3.0,33.980000000000004,0.0,0.0,0.007422698708740429,0.9760624744309332,0.01651482686032643,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0
2024-10-19,7.0,0.7100000000000001,5.0,38.44,0.0,0.2707746478873239,0.06150400935186518,0.21645055377553182,0.7220454368726029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-20,6.0,0.75175,3.0,35.34,0.0,0.4123711340206186,0.08071117374770384,0.8804181840190933,0.03887064223320297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,7.0,1.0725,5.0,48.849999999999994,0.0,0.08671328671328672,0.10779461678474254,0.16277422472567635,0.7294311584895811,0.0,2.0,4.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0
2024-10-22,2.0,0.619875,2.0,49.589999999999996,0.0,0.0,0.10779461678474254,0.16277422472567635,0.7294311584895811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,3.0,0.523875,2.0,41.91,0.0,0.0,0.10779461678474254,0.16277422472567635,0.7294311584895811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,4.0,0.574875,3.0,43.760000000000005,0.0,0.0,0.10779461678474254,0.16277422472567635,0.7294311584895811,0.0,3.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
2024-10-25,7.0,0.967,3.0,22.810000000000002,0.0,0.0,0.030591759856604936,0.9433042928768534,0.02610394726654178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,8.0,0.6322500000000001,4.0,32.730000000000004,0.0,0.0,0.030591759856604936,0.9433042928768534,0.02610394726654178,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0
2024-10-27,7.0,0.506,3.0,34.71,0.0,0.0,0.030591759856604936,0.9433042928768534,0.02610394726654178,0.0,1.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2024-10-28,7.0,1.009,4.0,45.379999999999995,0.0,0.35641724479682857,0.10910991174211516,0.24358447189856972,0.647305616359315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,2.0,0.5672499999999999,2.0,45.379999999999995,0.0,0.0,0.10910991174211516,0.24358447189856972,0.647305616359315,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0
2024-10-30,2.0,0.3875,2.0,31.0,0.0,0.0,0.10910991174211516,0.24358447189856972,0.647305616359315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2024-10-31,4.0,0.6198750000000001,3.0,43.89,0.0,0.0,0.01205153510752176,0.9549110943560039,0.033037370536474334,0.0,1.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2024-11-01,3.0,0.362625,3.0,25.54,0.0,0.0,0.01205153510752176,0.9549110943560039,0.033037370536474334,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,4.0
2024-11-02,5.0,0.5765,4.0,34.71,0.0,0.0,0.01205153510752176,0.9549110943560039,0.033037370536474334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03,5.0,0.61075,3.0,33.98,0.0,0.0,0.030591759856604936,0.9433042928768534,0.02610394726654178,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,5.0,1.17775,3.0,10.41,0.0,0.02101464657185311,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0
2024-11-05,3.0,0.40925,3.0,25.3,0.0,0.0,0.022815906937767673,0.9213669725272936,0.05581712053493886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,8.0,0.787125,4.0,53.8,0.0,0.01572177227251072,0.03344253573990322,0.8854584942031736,0.08109897005692335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07,4.0,0.5098750000000001,2.0,14.88,0.0,0.0,0.024811585269938582,0.9179485876563341,0.05723982707372731,0.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
2024-11-08,8.0,0.67275,4.0,38.94,2.0,0.0,0.019769269305444977,0.9482667467046679,0.031963983989887125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09,2.0,0.25725,2.0,20.58,0.0,0.0,0.019769269305444977,0.9482667467046679,0.031963983989887125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,9.0,1.00125,6.0,36.7,1.0,0.1083645443196005,0.019769269305444977,0.9482667467046679,0.031963983989887125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2024-11-11,5.0,0.51775,3.0,37.95,0.0,0.0,0.019769269305444977,0.9482667467046679,0.031963983989887125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2024-11-12,6.0,0.568625,3.0,42.02,0.0,0.0,0.017641743719286847,0.9551355399210181,0.02722271635969505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-13,6.0,1.1188749999999998,4.0,50.339999999999996,0.0,0.10523963802927049,0.017641743719286847,0.9551355399210181,0.02722271635969505,0.0,2.0,3.0,0.0,1.5,8.0,1.0,0.0,1.0,5.0
