date,transactions_per_day,budget_utilization,category_count,baseline_cost,material_purchases,experience_ratio,prob_camping,prob_dorm,prob_suite,prob_unpaid,total_num_transports,night_travel_ratio,hours_per_transit,activity_time,is_activity,is_tour,novelty_flag,primary_transport_0,primary_transport_1,primary_transport_2,primary_transport_3,primary_transport_4,primary_transport_5,activity_type_0,activity_type_1,activity_type_2,activity_type_3,activity_type_4,activity_type_5
2024-07-11,0.46153846153846156,0.25161131189043384,0.5714285714285714,0.820650968141839,0.0,0.0,0.009769166718893977,0.9762667005597788,0.01396413272132734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,0.15384615384615385,0.3154774113170508,0.2857142857142857,0.3163295814500085,0.0,0.9523656260057933,0.0,0.0,0.0,1.0,0.2,0.0,0.13636363636363635,0.9163138199826525,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-13,0.15384615384615385,0.3154774113170508,0.2857142857142857,0.0,0.0,0.9523656260057933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-14,0.23076923076923078,0.3398673035739605,0.2857142857142857,0.5482119026411191,0.0,0.8571842410196988,0.0,0.0,0.0,1.0,0.2,0.0,0.09090909090909091,0.9163138199826525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-15,0.07692307692307693,0.30458919488588104,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-16,0.07692307692307693,0.30458919488588104,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-17,0.07692307692307693,0.30458919488588104,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-18,0.07692307692307693,0.30458919488588104,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-19,0.23076923076923078,0.4053344154567155,0.42857142857142855,0.4691743327644493,0.0,0.6608598548297041,0.0,0.0,0.0,1.0,0.2,1.0,0.5,0.9163138199826525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-20,0.46153846153846156,0.289630329952884,0.5714285714285714,0.8205862672486034,0.2,0.0,0.03398188617716743,0.93349914228885,0.032518971533982574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-21,0.3076923076923077,0.2035755992092869,0.42857142857142855,0.5970331053925552,0.0,0.0,0.03398188617716743,0.93349914228885,0.032518971533982574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,0.46153846153846156,0.3751271860726576,0.5714285714285714,0.7921753120367433,0.2,0.0,0.03398188617716743,0.93349914228885,0.032518971533982574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-23,0.3076923076923077,0.3700472377320568,0.2857142857142857,0.43788436315485285,0.0,0.9267793138760881,0.0,0.0,0.0,1.0,0.2,0.0,0.045454545454545456,0.9163138199826525,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-24,0.07692307692307693,0.31692851510388104,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-25,0.46153846153846156,0.5088404273582756,0.5714285714285714,0.8614443298199276,0.0,0.6692540557323604,0.03398188617716743,0.93349914228885,0.032518971533982574,0.0,0.2,0.0,0.045454545454545456,0.9163138199826525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-26,0.46153846153846156,0.255704539698093,0.7142857142857143,0.7510727717278372,0.0,0.32491978609625666,0.03398188617716743,0.93349914228885,0.032518971533982574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,0.38461538461538464,0.30570497448427164,0.2857142857142857,0.7693290921739925,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-28,0.6153846153846154,0.26585671317717785,0.5714285714285714,0.8794125332549089,0.0,0.060138155221454694,0.027531411597319137,0.9428819677794696,0.02958662062321137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-29,0.38461538461538464,0.18373437464468093,0.42857142857142855,0.7235730891988396,0.0,0.0,0.0242115048960744,0.952607644870402,0.023180850233523786,0.0,0.2,0.0,0.18181818181818182,0.9163138199826525,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-30,0.5384615384615384,0.33516490067833127,0.5714285714285714,0.6924434355536855,0.0,0.7142434988179669,0.0242115048960744,0.952607644870402,0.023180850233523786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-31,0.46153846153846156,0.3288635213113207,0.5714285714285714,0.7156412500392672,0.0,0.5390103217972071,0.027531411597319137,0.9428819677794696,0.02958662062321137,0.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08-01,0.3076923076923077,0.457783576970727,0.5714285714285714,0.7274871884084853,0.0,0.0,0.027531411597319137,0.9428819677794696,0.02958662062321137,0.0,0.2,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-02,0.6153846153846154,0.2757421056039208,0.7142857142857143,0.7891533519475696,0.0,0.38177244582043346,0.02578312611447816,0.8963987417371423,0.07781813214837956,0.0,0.4,0.0,0.03409090909090909,0.6711877414712396,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-08-03,0.6153846153846154,0.3211818347793282,0.8571428571428571,0.8571244348963002,0.2,0.030916509730069052,0.02578312611447816,0.8963987417371423,0.07781813214837956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-04,0.6153846153846154,0.2678838460418858,0.42857142857142855,0.631460004535175,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,0.3076923076923077,0.39302745041771964,0.2857142857142857,0.6085488672383771,0.0,0.8464778843903582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-06,0.15384615384615385,0.3510746096317841,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-07,0.38461538461538464,0.463286844018938,0.5714285714285714,0.790632442776831,0.0,0.6551942758808079,0.03476125375633569,0.9257705681041318,0.03946817813953235,0.0,0.2,0.0,0.18181818181818182,0.9163138199826525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-08,0.5384615384615384,0.35164436125717474,0.42857142857142855,0.6117816901752008,0.0,0.489863467107985,0.0,0.0,0.0,1.0,0.2,1.0,0.36363636363636365,0.9163138199826525,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-08-09,0.23076923076923078,0.13592353629754447,0.2857142857142857,0.7156412500392672,0.0,0.0,0.02594812503271058,0.9240036229828009,0.05004825198448841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-10,0.46153846153846156,0.3302715799093326,0.5714285714285714,0.7528173715394857,0.0,0.5654797827398913,0.02594812503271058,0.9240036229828009,0.05004825198448841,0.0,0.0,0.0,0.0,0.9163138199826525,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08-11,0.7692307692307693,0.297986176489202,0.7142857142857143,0.8408283599340667,0.0,0.0,0.023711359342329118,0.9323286666895044,0.04395997396816653,0.0,0.2,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,0.23076923076923078,0.226048244638437,0.42857142857142855,0.7216902812954168,0.0,0.0,0.023711359342329118,0.9323286666895044,0.04395997396816653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,0.38461538461538464,0.2415534862017103,0.42857142857142855,0.4808147907875255,0.2,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,0.5384615384615384,0.21222272573844383,0.7142857142857143,0.7971013734680321,0.0,0.08053007135575943,0.042586168330346,0.917190844813317,0.040222986856336795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-15,0.15384615384615385,0.22426672815573806,0.2857142857142857,0.6290903967262912,0.0,0.0,0.020032304762334162,0.9116440918430299,0.06832360339463604,0.0,0.2,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-16,0.38461538461538464,0.4504587539341947,0.5714285714285714,0.7509851931702137,0.0,0.6422481170953531,0.020032304762334162,0.9116440918430299,0.06832360339463604,0.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-17,0.38461538461538464,0.294142571672722,0.5714285714285714,0.7596662930471215,0.0,0.3672383991490494,0.020032304762334162,0.9116440918430299,0.06832360339463604,0.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-18,0.46153846153846156,0.3556952537127772,0.5714285714285714,0.7638454976647494,0.0,0.6002034587995931,0.020032304762334162,0.9116440918430299,0.06832360339463604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-19,0.3076923076923077,0.20427640418330112,0.2857142857142857,0.8886431169033235,0.0,0.0,0.020032304762334162,0.9116440918430299,0.06832360339463604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-20,0.38461538461538464,0.21820076086517157,0.42857142857142855,0.7211922314327192,0.0,0.0,0.0835127112080361,0.8804168536039735,0.036070435187990364,0.0,0.2,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-21,0.23076923076923078,0.40056800991873176,0.2857142857142857,0.6381396258211455,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,1.0,0.45815690999132624,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-22,0.3076923076923077,0.1833797444237933,0.5714285714285714,0.7827588163734431,0.0,0.0,0.03922475781689747,0.8820233481944487,0.07875189398865362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-23,0.46153846153846156,0.19874510079183547,0.42857142857142855,0.8474284935382558,0.0,0.0,0.0387085277490748,0.9069125723471947,0.0543788999037305,0.0,0.0,0.0,0.0,0.6711877414712396,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-08-24,0.6923076923076923,0.3269024111974552,0.7142857142857143,0.8707340680934471,0.0,0.03455797933409874,0.025530113274640137,0.95240108830962,0.022068798415739856,0.0,0.2,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-25,0.46153846153846156,0.2049411454891332,0.42857142857142855,0.8355538669211725,0.0,0.2138445154419595,0.8498839748470328,0.08093084703597928,0.06918517811698795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,0.38461538461538464,0.18246128108158868,0.42857142857142855,0.7846580993806958,0.0,0.2777777777777778,0.011391981605107236,0.9632405067691074,0.02536751162578553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-27,0.38461538461538464,0.2170455990918508,0.42857142857142855,0.8293471424914564,0.0,0.0,0.05319084427429766,0.1750673310112503,0.7717418247144521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-28,0.46153846153846156,0.21067241277822293,0.42857142857142855,0.859485833430615,0.0,0.0,0.018413581698690597,0.9544042823872755,0.027182135914033973,0.0,0.2,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-29,0.46153846153846156,0.7014447981446674,0.42857142857142855,0.6418309330515408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-30,0.38461538461538464,0.22215305738346963,0.42857142857142855,0.8674856221517587,0.0,0.0,0.010292451980536499,0.9486423704913227,0.041065177528140845,0.0,0.2,1.0,0.11363636363636363,0.6711877414712396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-31,0.9230769230769231,0.25901818792598247,0.5714285714285714,0.9001415295465738,0.0,0.05946372239747633,0.010292451980536499,0.9486423704913227,0.041065177528140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.46153846153846156,0.23956386285148926,0.5714285714285714,0.896682300187882,0.0,0.0,0.010292451980536499,0.9486423704913227,0.041065177528140845,0.0,0.0,0.0,0.0,0.6711877414712396,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-09-02,0.23076923076923078,0.17739407335652976,0.2857142857142857,0.8496631233659142,0.0,0.0,0.010292451980536499,0.9486423704913227,0.041065177528140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,0.38461538461538464,0.3531740405163178,0.42857142857142855,0.6777448262113847,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.38461538461538464,0.21191309607738776,0.5714285714285714,0.7498436248323773,0.0,0.0,0.020848665521566185,0.9453567083909321,0.03379462608750155,0.0,0.2,0.0,0.22727272727272727,0.45815690999132624,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-09-05,0.5384615384615384,0.28919681346170933,0.5714285714285714,0.9110483745895591,0.4,0.0,0.020848665521566185,0.9453567083909321,0.03379462608750155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,0.5384615384615384,0.4983824390745014,0.2857142857142857,0.7726213220098612,0.0,0.8322584533783376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-09-07,0.3076923076923077,0.30926594730521567,0.42857142857142855,0.8181140393321169,0.0,0.5763742399801465,0.03908032335840267,0.9157925143086966,0.0451271623329009,0.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-09-08,0.38461538461538464,0.17545550460562215,0.42857142857142855,0.83170205579075,0.0,0.0,0.03782520738363835,0.9306712706628664,0.03150352195349519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-09,0.5384615384615384,0.34006502481203815,0.5714285714285714,0.7647548134123874,0.0,0.0,0.026259473182461527,0.9355308856767922,0.038209641140746355,0.0,0.4,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-10,0.6923076923076923,0.3044588376884773,0.7142857142857143,0.8379663784073667,0.0,0.13213289373573422,0.06044664461184275,0.9090480361994442,0.030505319188713034,0.0,0.6,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-11,0.23076923076923078,0.1329456945229904,0.2857142857142857,0.7734966386774484,0.0,0.0,0.06044664461184275,0.9090480361994442,0.030505319188713034,0.0,0.0,0.0,0.0,0.6711877414712396,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-09-12,0.6153846153846154,0.2794916161182188,0.7142857142857143,0.7798415103357629,0.0,0.08949693601254097,0.06044664461184275,0.9090480361994442,0.030505319188713034,0.0,0.0,0.0,0.0,0.8115075629572489,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-09-13,0.38461538461538464,0.22043458698386928,0.42857142857142855,0.6486304908590426,0.0,0.0,0.050178011144984706,0.9131946851591206,0.03662730369589469,0.0,0.4,0.0,0.20454545454545456,0.45815690999132624,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-09-14,0.7692307692307693,0.24728935112509964,0.7142857142857143,0.8408283599340667,0.0,0.294669795507878,0.050178011144984706,0.9131946851591206,0.03662730369589469,0.0,0.6,0.0,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-15,0.5384615384615384,0.23232644869683827,0.42857142857142855,0.8826954487977282,0.0,0.0,0.10899389594955987,0.35427797677560463,0.5367281272748354,0.0,0.0,0.0,0.0,0.6711877414712396,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-09-16,0.5384615384615384,0.22386489952002533,0.42857142857142855,0.6308698888793168,0.0,0.0,0.029170473108522183,0.9460690259868612,0.024760500904616775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-17,0.3076923076923077,0.24878043696938368,0.42857142857142855,0.6469837978096901,0.0,0.7390653583901546,0.029170473108522183,0.9460690259868612,0.024760500904616775,0.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-09-18,0.5384615384615384,0.1893581863988904,0.5714285714285714,0.7077432786148521,0.4,0.0,0.029170473108522183,0.9460690259868612,0.024760500904616775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,0.46153846153846156,0.2827014199150327,0.7142857142857143,0.7238689698511998,0.4,0.0,0.06006783158523328,0.8783144960522152,0.061617672362551466,0.0,0.2,0.0,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,0.38461538461538464,0.3867203701121222,0.42857142857142855,0.8026947940457347,0.0,0.713514971675209,0.06006783158523328,0.8783144960522152,0.061617672362551466,0.0,0.0,0.0,0.0,0.9163138199826525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-09-21,0.8461538461538461,0.2765857846269558,0.8571428571428571,0.8517632607331916,0.0,0.12545165486341958,0.06006783158523328,0.8783144960522152,0.061617672362551466,0.0,0.0,0.0,0.0,0.6711877414712396,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-09-22,0.46153846153846156,0.20202992195407382,0.5714285714285714,0.8153502795201706,0.0,0.18820468343451863,0.06006783158523328,0.8783144960522152,0.061617672362551466,0.0,0.0,0.0,0.0,0.6711877414712396,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-09-23,0.6153846153846154,0.2114999202233479,0.5714285714285714,0.6965870055504911,0.0,0.0,0.04434688791558624,0.899301228790051,0.056351883294362685,0.0,0.4,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
